0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.239407092332839966e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.516992926597595215e-01
1.428484171628952026e-02,1.428484171628952026e-02,1.428484171628952026e-02,2.142993807792663574e-01,2.142837494611740112e-01,1.428484171628952026e-02,1.428484171628952026e-02,1.428484171628952026e-02,2.142589539289474487e-01,1.428484171628952026e-02,1.428484171628952026e-02,1.428484171628952026e-02,1.428484171628952026e-02,2.143094837665557861e-01
2.136572599411010742e-01,1.420087646692991257e-02,1.420087646692991257e-02,4.165270626544952393e-01,1.420087460428476334e-02,1.420087460428476334e-02,1.420087646692991257e-02,1.420087646692991257e-02,1.420087460428476334e-02,1.420087646692991257e-02,2.136060446500778198e-01,1.420087646692991257e-02,1.420087646692991257e-02,1.420087460428476334e-02
1.427379343658685684e-02,1.427379436790943146e-02,1.427379436790943146e-02,8.144406676292419434e-01,1.427379343658685684e-02,1.427379343658685684e-02,1.427379436790943146e-02,1.427379436790943146e-02,1.427379343658685684e-02,1.427379436790943146e-02,1.427379343658685684e-02,1.427379436790943146e-02,1.427379436790943146e-02,1.427379343658685684e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.340128779411315918e-01,2.588801383972167969e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.570378571748733521e-02,3.570378944277763367e-02,3.570378944277763367e-02,3.570378571748733521e-02,3.570378571748733521e-02,3.570378571748733521e-02,3.570378944277763367e-02,3.570378944277763367e-02,5.358507037162780762e-01,3.570378944277763367e-02,3.570378571748733521e-02,3.570378944277763367e-02,3.570378944277763367e-02,3.570378571748733521e-02
5.357139706611633301e-01,3.571430966258049011e-02,3.571430966258049011e-02,3.571430966258049011e-02,3.571430966258049011e-02,3.571430966258049011e-02,3.571430966258049011e-02,3.571430966258049011e-02,3.571430966258049011e-02,3.571430966258049011e-02,3.571430966258049011e-02,3.571430966258049011e-02,3.571430966258049011e-02,3.571430966258049011e-02
1.189937442541122437e-02,1.189937535673379898e-02,1.189937535673379898e-02,8.453081250190734863e-01,1.189937442541122437e-02,1.189937442541122437e-02,1.189937535673379898e-02,1.189937535673379898e-02,1.189937442541122437e-02,1.189937535673379898e-02,1.189937442541122437e-02,1.189937535673379898e-02,1.189937535673379898e-02,1.189937442541122437e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.738356620073318481e-02,0.000000000000000000e+00,8.246910572052001953e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.007088646292686462e-02,1.007089018821716309e-02,1.007089018821716309e-02,1.512791812419891357e-01,1.007088553160429001e-02,1.007088553160429001e-02,1.007089018821716309e-02,1.007089018821716309e-02,1.007088553160429001e-02,1.007089018821716309e-02,7.278701663017272949e-01,1.007089018821716309e-02,1.007089018821716309e-02,1.007088553160429001e-02
